%time Input_Analog Output_Analog
8.9275e-06 -1.45179926052 -0.304893360745
8.9276e-06 -1.44993695776 -0.304964981929
8.9277e-06 -1.44807408259 -0.305036482228
8.9278e-06 -1.44621063574 -0.305107861615
8.9279e-06 -1.44434661795 -0.305179120061
8.928e-06 -1.44248202995 -0.305250257538
8.9281e-06 -1.44061687248 -0.305321274018
8.9282e-06 -1.43875114628 -0.305392169474
8.9283e-06 -1.43688485209 -0.305462943877
8.9284e-06 -1.43501799063 -0.305533597199
8.9285e-06 -1.43315056266 -0.305604129412
8.9286e-06 -1.43128256889 -0.305674540489
8.9287e-06 -1.42941401008 -0.305744830402
8.9288e-06 -1.42754488696 -0.305814999122
8.9289e-06 -1.42567520027 -0.305885046624
8.929e-06 -1.42380495075 -0.305954972878
8.9291e-06 -1.42193413913 -0.306024777857
8.9292e-06 -1.42006276615 -0.306094461534
8.9293e-06 -1.41819083255 -0.306164023881
8.9294e-06 -1.41631833907 -0.306233464872
8.9295e-06 -1.41444528646 -0.306302784477
8.9296e-06 -1.41257167544 -0.306371982671
8.9297e-06 -1.41069750676 -0.306441059425
8.9298e-06 -1.40882278116 -0.306510014713
8.9299e-06 -1.40694749939 -0.306578848507
8.93e-06 -1.40507166216 -0.306647560781
8.9301e-06 -1.40319527024 -0.306716151506
8.9302e-06 -1.40131832436 -0.306784620657
8.9303e-06 -1.39944082527 -0.306852968206
8.9304e-06 -1.39756277369 -0.306921194126
8.9305e-06 -1.39568417038 -0.30698929839
8.9306e-06 -1.39380501608 -0.307057280971
8.9307e-06 -1.39192531152 -0.307125141843
8.9308e-06 -1.39004505745 -0.307192880979
8.9309e-06 -1.38816425462 -0.307260498352
8.931e-06 -1.38628290376 -0.307327993935
8.9311e-06 -1.38440100562 -0.307395367703
8.9312e-06 -1.38251856093 -0.307462619627
8.9313e-06 -1.38063557046 -0.307529749682
8.9314e-06 -1.37875203492 -0.307596757841
8.9315e-06 -1.37686795508 -0.307663644078
8.9316e-06 -1.37498333168 -0.307730408367
8.9317e-06 -1.37309816545 -0.307797050681
8.9318e-06 -1.37121245714 -0.307863570993
8.9319e-06 -1.3693262075 -0.307929969278
8.932e-06 -1.36743941728 -0.30799624551
8.9321e-06 -1.36555208721 -0.308062399662
8.9322e-06 -1.36366421804 -0.308128431708
8.9323e-06 -1.36177581052 -0.308194341622
8.9324e-06 -1.35988686539 -0.308260129378
8.9325e-06 -1.3579973834 -0.308325794951
8.9326e-06 -1.35610736529 -0.308391338314
